ngram,prediction,freq,prop
of,taking,73,0.000143814
of,tea,381,0.00075059
of,that,5680,0.011189891
of,the,186559,0.367530797
of,their,8830,0.017395553
of,them,9643,0.018997204
of,these,7780,0.015326999
of,thing,574,0.001130809
of,things,2397,0.004722213
of,thinking,119,0.000234436
of,this,13960,0.027501916
of,those,6600,0.013002338
of,thousands,428,0.000843182
of,three,710,0.001398736
of,time,3887,0.007657589
of,times,792,0.001560281
of,to,88,0.000173365
of,town,544,0.001071708
of,trying,204,0.00040189
of,two,1227,0.002417253
of,us,7470,0.014716283
of,using,234,0.000460992
of,various,43,8.47E-05
of,view,720,0.001418437
of,violence,37,7.29E-05
of,war,478,0.000941685
of,water,1494,0.002943257
of,ways,77,0.000151694
of,weeks,1002,0.001973991
of,what,5481,0.010797851
of,where,231,0.000455082
of,which,2706,0.005330959
of,white,656,0.001292354
of,who,580,0.00114263
of,whom,578,0.00113869
of,why,38,7.49E-05
of,wine,444,0.000874703
of,women,769,0.001514969
of,wood,36,7.09E-05
of,words,199,0.00039204
of,work,1307,0.002574857
of,working,150,0.000295508
of,writing,831,0.001637113
of,year,743,0.001463748
of,years,1294,0.002549246
of,you,6389,0.012586658
of,young,118,0.000232466
of,your,7448,0.014672942
off,.,3248,0.159826789
off,a,955,0.046993406
off,and,1567,0.077108552
off,as,290,0.014270249
off,at,534,0.026276941
off,by,53,0.002608011
off,for,557,0.02740872
off,from,239,0.011760653
off,her,36,0.001771479
off,his,36,0.001771479
off,i,155,0.007627202
off,in,636,0.031296132
off,my,875,0.043056786
off,of,1118,0.05501427
off,on,572,0.028146836
off,the,5716,0.281271528
off,to,2524,0.124200374
off,with,1059,0.052111013
off,your,152,0.007479579
offer,.,375,0.564759036
offer,a,289,0.435240964
offered,to,371,1
offers,a,36,1
office,.,939,0.644474949
office,and,470,0.322580645
office,of,48,0.032944406
often,.,671,0.809408926
often,than,37,0.044632087
often,the,121,0.145958987
oh,.,495,0.161553525
oh,and,1312,0.428198433
oh,my,541,0.17656658
oh,so,41,0.013381201
oh,well,439,0.143276762
oh,yeah,236,0.077023499
oil,.,837,0.527078086
oil,and,751,0.472921914
ok,.,1069,0.864187551
ok,i,47,0.03799515
ok,so,121,0.0978173
okay,.,912,0.823848238
okay,i,37,0.033423668
okay,so,158,0.142728094
old,.,1290,0.459401709
old,and,998,0.355413105
old,man,520,0.185185185
older,than,36,1
olive,oil,1035,1
on,.,8218,0.041593489
on,a,19143,0.096887827
on,about,158,0.00079968
on,all,1187,0.006007723
on,an,1740,0.008806604
on,and,2703,0.013680604
on,another,512,0.002591369
on,any,691,0.003497335
on,april,687,0.00347709
on,as,230,0.001164091
on,at,146,0.000738945
on,behalf,186,0.000941396
on,board,268,0.001356419
on,both,692,0.003502397
on,but,359,0.001816995
on,by,73,0.000369472
on,christmas,74,0.000374534
on,display,37,0.000187267
on,each,792,0.004008523
on,earth,1222,0.006184868
on,every,403,0.00203969
on,facebook,1032,0.005223227
on,for,831,0.004205913
on,friday,1363,0.006898506
on,hand,460,0.002328183
on,her,3566,0.018048477
on,here,428,0.002166222
on,him,772,0.003907298
on,his,4394,0.022239206
on,how,2029,0.01026931
on,i,450,0.00227757
on,in,1412,0.007146508
on,it,3499,0.017709372
on,its,1262,0.006387318
on,march,529,0.00267741
on,may,684,0.003461906
on,me,1658,0.00839158
on,monday,1157,0.005855885
on,more,35,0.000177144
on,my,11763,0.059535679
on,one,1693,0.008568724
on,other,186,0.000941396
on,our,3235,0.016373198
on,over,359,0.001816995
on,paper,118,0.000597229
on,sale,512,0.002591369
on,saturday,1368,0.006923813
on,so,37,0.000187267
on,some,1271,0.00643287
on,something,114,0.000576984
on,stage,311,0.001574054
on,sunday,1175,0.005946988
on,television,36,0.000182206
on,th,157,0.000794619
on,that,2807,0.014206975
on,the,74509,0.377109916
on,their,4048,0.020488007
on,them,1256,0.006356951
on,these,719,0.003639051
on,this,6412,0.032452842
on,those,526,0.002662226
on,thursday,850,0.004302077
on,time,389,0.001968833
on,to,4114,0.020822051
on,top,2691,0.013619869
on,track,108,0.000546617
on,tuesday,754,0.003816195
on,tv,609,0.003082311
on,twitter,652,0.003299946
on,us,401,0.002029568
on,vacation,36,0.000182206
on,wednesday,762,0.003856685
on,what,1545,0.007819657
on,which,645,0.003264517
on,with,1150,0.005820457
on,you,804,0.004069258
on,your,4375,0.022143042
on't,know,85,1
once,.,794,0.08807543
once,a,1029,0.114143095
once,again,2110,0.234054354
once,and,280,0.031059346
once,i,1148,0.127343317
once,in,868,0.096283971
once,more,229,0.025402108
once,the,1116,0.123793677
once,they,81,0.008985025
once,we,406,0.045036051
once,you,954,0.105823627
one,.,6290,0.084335572
one,a,35,0.000469276
one,ad,47,0.00063017
one,and,1700,0.022793398
one,another,1245,0.016692812
one,as,33,0.00044246
one,at,598,0.008017913
one,but,581,0.007789979
one,by,37,0.000496092
one,can,1096,0.014695038
one,could,373,0.00500114
one,day,3032,0.040652696
one,else,116,0.001555314
one,for,1307,0.017524101
one,from,355,0.004759798
one,hand,539,0.007226848
one,has,796,0.010672673
one,i,1474,0.019763217
one,in,1692,0.022686135
one,is,2444,0.032768862
one,last,322,0.004317338
one,more,1275,0.017095048
one,must,36,0.000482684
one,night,538,0.00721344
one,o,65,0.000871512
one,of,30769,0.412547095
one,on,626,0.008393334
one,or,1173,0.015727445
one,person,710,0.009519596
one,place,33,0.00044246
one,point,758,0.010163174
one,side,692,0.009278254
one,so,36,0.000482684
one,that,2575,0.034525294
one,the,273,0.003660352
one,thing,2587,0.034686189
one,time,755,0.01012295
one,to,1586,0.0212649
one,was,1084,0.014534143
one,way,616,0.008259255
one,week,113,0.001515091
one,which,42,0.000563131
one,who,1633,0.02189507
one,will,333,0.004464824
one,with,832,0.011155357
one,would,661,0.008862609
one,year,633,0.008487189
one,you,37,0.000496092
ones,.,1144,0.442895858
ones,and,34,0.013162989
ones,i,239,0.092528068
ones,that,752,0.29113434
ones,who,414,0.160278746
online,.,665,0.705196182
online,and,278,0.294803818
only,.,707,0.044022416
only,a,2525,0.157222914
only,about,36,0.002241594
only,be,896,0.055790785
only,because,320,0.01992528
only,been,39,0.002428394
only,by,38,0.002366127
only,did,87,0.005417186
only,do,38,0.002366127
only,for,653,0.040660025
only,had,552,0.034371108
only,have,718,0.044707347
only,in,794,0.049439601
only,is,37,0.002303861
only,on,36,0.002241594
only,one,2469,0.15373599
only,that,195,0.012141968
only,the,1589,0.098941469
only,thing,1123,0.06992528
only,to,1837,0.114383562
only,two,506,0.031506849
only,way,788,0.049066002
only,when,77,0.004794521
onto,a,597,0.237375746
onto,the,1918,0.762624254
onut,know,52,1
op,.,51,1
ope,you,82,1
open,.,582,0.189329863
open,and,589,0.191607027
open,the,735,0.239102147
open,to,1003,0.326284971
open,up,165,0.053675992
opened,the,514,0.880136986
opened,up,70,0.119863014
opinion,.,506,1
opportunities,to,76,1
opportunity,for,253,0.086971468
opportunity,to,2656,0.913028532
opposed,to,861,1
opposite,of,112,1
opposition,to,37,1
option,.,134,1
options,.,160,1
or,.,672,0.012936262
or,a,4714,0.090746338
or,an,698,0.013436772
or,another,704,0.013552274
or,any,1085,0.020886673
or,anything,751,0.014457043
or,are,507,0.009759948
or,as,676,0.013013264
or,at,1576,0.030338614
or,by,109,0.002098292
or,do,638,0.012281749
or,even,2697,0.051918301
or,for,568,0.010934221
or,have,579,0.011145976
or,her,638,0.012281749
or,how,581,0.011184476
or,i,716,0.013783279
or,if,1231,0.02369723
or,in,1347,0.025930275
or,is,855,0.016459083
or,it,357,0.006872389
or,just,1185,0.022811712
or,less,797,0.015342561
or,may,389,0.007488402
or,maybe,1240,0.023870483
or,more,1401,0.026969796
or,my,203,0.003907829
or,no,75,0.001443779
or,not,3421,0.065855584
or,on,528,0.010164206
or,other,1023,0.019693149
or,perhaps,475,0.009143935
or,rather,39,0.000750765
or,she,341,0.006564383
or,should,38,0.000731515
or,so,2702,0.052014553
or,some,574,0.011049724
or,something,1428,0.027489557
or,that,1013,0.019500645
or,the,5044,0.097098966
or,they,178,0.003426569
or,three,374,0.007199646
or,to,1319,0.025391264
or,two,2489,0.04791422
or,until,722,0.013898781
or,what,819,0.015766069
or,whatever,659,0.012686007
or,when,259,0.004985851
or,with,40,0.000770016
or,you,985,0.018961634
or,your,488,0.00939419
order,.,933,0.162685266
order,for,70,0.012205754
order,of,514,0.089625109
order,to,4218,0.735483871
ording,to,144,1
ot,.,187,1
other,.,2209,0.153637502
other,and,761,0.052928085
other,countries,75,0.005216303
other,day,1328,0.092363333
other,hand,1411,0.098136041
other,in,74,0.005146752
other,night,36,0.002503825
other,people,1764,0.122687439
other,side,1254,0.087216581
other,than,2332,0.162192238
other,things,1286,0.089442203
other,times,191,0.013284184
other,two,83,0.005772708
other,way,468,0.032549729
other,words,1106,0.076923077
others,.,2375,0.578421822
others,and,561,0.136629323
others,are,398,0.09693132
others,have,39,0.009498295
others,in,114,0.027764247
others,to,537,0.130784218
others,who,82,0.019970774
otherwise,.,119,1
ou,.,426,1
ought,to,699,1
our,children,832,0.057466501
our,country,429,0.029631165
our,family,1039,0.071764056
our,favorite,154,0.010636828
our,first,1101,0.076046415
our,friends,230,0.015886172
our,hearts,501,0.034604227
our,home,682,0.047105954
our,house,1130,0.078049454
our,kids,464,0.032048626
our,last,272,0.018787125
our,life,228,0.015748031
our,little,589,0.040682415
our,lives,1936,0.133720127
our,local,116,0.008012156
our,lord,75,0.005180274
our,minds,71,0.004903992
our,new,830,0.05732836
our,next,44,0.003039094
our,own,2410,0.166459456
our,society,35,0.002417461
our,time,320,0.0221025
our,way,916,0.063268407
our,world,74,0.005111203
ourselves,.,605,0.936532508
ourselves,and,41,0.063467492
out,.,8604,0.102831327
out,a,2685,0.032089971
out,about,495,0.005916028
out,all,648,0.007744619
out,an,44,0.000525869
out,and,4854,0.058012932
out,as,862,0.010302255
out,at,1062,0.01269257
out,but,524,0.006262624
out,by,791,0.009453694
out,for,2701,0.032281197
out,from,859,0.010266401
out,her,319,0.003812552
out,here,151,0.001804687
out,his,373,0.004457936
out,how,1045,0.012489393
out,i,827,0.00988395
out,if,155,0.001852494
out,in,3349,0.040025815
out,into,625,0.007469733
out,it,70,0.00083661
out,loud,537,0.006417994
out,more,205,0.002450072
out,my,1273,0.015214351
out,of,22752,0.271922171
out,on,2491,0.029771366
out,so,404,0.004828435
out,some,612,0.007314362
out,th,33,0.000394402
out,that,2520,0.030117962
out,the,7444,0.088967504
out,their,483,0.005772609
out,there,3844,0.045941844
out,this,691,0.008258536
out,to,5585,0.066749531
out,what,1287,0.015381673
out,with,2258,0.02698665
out,your,209,0.002497879
outside,.,750,0.194552529
outside,and,446,0.115693904
outside,of,1365,0.354085603
outside,the,1294,0.335667964
ov,.,175,1
ove,the,86,1
oven,.,89,0.100678733
oven,to,795,0.899321267
over,.,2334,0.075229654
over,a,2451,0.079000806
over,again,873,0.028138598
over,and,2778,0.089540693
over,at,1049,0.033811442
over,by,36,0.001160355
over,for,250,0.008058018
over,her,398,0.012828364
over,here,41,0.001321515
over,his,421,0.013569702
over,in,314,0.01012087
over,it,737,0.023755036
over,medium,114,0.003674456
over,my,924,0.029782434
over,the,13616,0.438871878
over,there,371,0.011958098
over,this,266,0.008573731
over,time,653,0.021047542
over,to,2640,0.085092667
over,with,41,0.001321515
over,years,567,0.018275584
over,your,151,0.004867043
own,.,2322,0.757832898
own,and,510,0.166449086
own,life,83,0.027088773
own,personal,41,0.013381201
own,way,108,0.035248042
owned,by,242,1
owner,of,266,1
oz,.,73,1
p,.,1186,1
pa,.,439,1
pack,.,36,0.241610738
pack,of,113,0.758389262
page,.,1280,0.870748299
page,and,190,0.129251701
pages,.,653,0.572304996
pages,of,488,0.427695004
paid,for,640,1
pain,.,871,0.576058201
pain,and,607,0.401455026
pain,in,34,0.022486772
paint,.,165,1
pair,of,1647,1
pale,ale,87,1
pan,.,636,0.639839034
pan,and,358,0.360160966
pants,.,37,1
paper,.,1237,0.560489352
paper,and,890,0.403262347
paper,is,80,0.036248301
papers,.,39,1
parents,.,739,0.490703851
parents,and,693,0.460159363
parents,are,74,0.049136786
paris,.,108,1
park,.,784,0.899082569
park,and,88,0.100917431
parking,lot,542,1
part,.,1037,0.067106711
part,in,872,0.056429172
part,is,472,0.030544231
part,of,13072,0.845919886
participate,in,745,1
participated,in,39,1
participating,in,272,1
parties,.,37,1
parts,.,76,0.046313224
parts,of,1565,0.953686776
party,.,1358,0.750276243
party,and,452,0.249723757
pass,the,35,1
passed,away,382,1
passion,for,273,1
past,.,1047,0.223813596
past,and,613,0.131038906
past,few,983,0.210132535
past,the,769,0.16438649
past,two,80,0.017101325
past,week,572,0.122274476
past,weekend,74,0.015818726
past,year,353,0.075459598
past,years,187,0.039974348
path,.,327,0.803439803
path,to,80,0.196560197
pattern,.,81,1
patterned,paper,39,1
pay,attention,235,0.135212888
pay,for,1216,0.699654776
pay,the,287,0.165132336
paying,for,37,1
pe,.,577,1
peace,.,642,0.511146497
peace,and,614,0.488853503
peanut,butter,639,1
people,.,4372,0.139226801
people,and,2043,0.06505955
people,are,2753,0.087669575
people,around,145,0.00461754
people,as,36,0.001146424
people,at,193,0.006146105
people,but,40,0.001273804
people,can,568,0.01808802
people,do,200,0.006369021
people,donut,110,0.003502962
people,from,678,0.021590981
people,have,1352,0.043054583
people,i,1011,0.032195402
people,in,2586,0.082351443
people,like,633,0.020157952
people,of,1220,0.038851029
people,on,512,0.016304694
people,that,1140,0.03630342
people,the,36,0.001146424
people,think,270,0.008598178
people,to,2312,0.073625884
people,we,37,0.001178269
people,were,937,0.029838864
people,who,5839,0.18594357
people,will,863,0.027482326
people,with,978,0.031144513
people,would,500,0.015922553
people,you,38,0.001210114
pepper,.,525,0.872093023
pepper,and,77,0.127906977
per,cent,476,0.867030965
per,day,37,0.067395264
per,year,36,0.06557377
percent,of,820,1
percentage,of,39,1
perfect,.,1015,0.4901014
perfect,for,1056,0.5098986
performance,.,361,1
perha,.,43,1
perhaps,a,81,0.085353003
perhaps,i,40,0.042149631
perhaps,it,37,0.038988409
perhaps,the,791,0.833508957
period,.,592,0.405757368
period,of,867,0.594242632
person,.,1703,0.30437891
person,and,548,0.097944593
person,i,329,0.058802502
person,in,584,0.10437891
person,is,431,0.077033065
person,that,80,0.014298481
person,to,592,0.105808758
person,who,1328,0.237354781
personally,i,210,1
perspective,.,283,1
ph,.,85,1
phone,.,724,0.624676445
phone,and,210,0.181190682
phone,call,187,0.161345988
phone,calls,38,0.032786885
photo,.,480,0.385232745
photo,of,766,0.614767255
photos,.,743,0.364931238
photos,and,304,0.149312377
photos,of,989,0.485756385
pi,.,138,1
pick,a,39,0.019480519
pick,up,1963,0.980519481
picked,up,1822,1
picking,up,502,1
picture,.,968,0.358385783
picture,of,1733,0.641614217
pictures,.,958,0.324635717
pictures,and,442,0.149779736
pictures,of,1551,0.525584548
piece,.,429,0.11283535
piece,of,3373,0.88716465
pieces,.,788,0.404102564
pieces,and,38,0.019487179
pieces,of,1124,0.576410256
pile,of,527,1
pink,and,35,1
pl,.,465,1
place,.,3459,0.260643508
place,a,107,0.008062693
place,and,943,0.071057192
place,at,75,0.00565142
place,for,920,0.06932409
place,i,76,0.005726773
place,in,2006,0.151156657
place,is,110,0.00828875
place,of,830,0.062542386
place,on,665,0.050109261
place,that,360,0.027126818
place,the,775,0.058398011
place,there,36,0.002712682
place,to,2077,0.156506669
place,where,832,0.06269309
placed,in,197,1
places,.,602,0.787958115
places,to,162,0.212041885
plan,.,897,0.26585655
plan,and,40,0.011855365
plan,for,573,0.169828097
plan,on,556,0.164789567
plan,to,1308,0.387670421
planet,.,209,1
planned,to,429,1
planning,on,211,0.262764633
planning,to,592,0.737235367
plans,.,229,0.148991542
plans,for,591,0.38451529
plans,to,717,0.466493169
plate,.,154,1
play,.,923,0.246396156
play,a,541,0.144420715
play,along,35,0.0093433
play,and,111,0.029631607
play,in,458,0.122263748
play,the,603,0.160971703
play,with,1075,0.286972771
played,a,163,0.404466501
played,by,202,0.501240695
played,with,38,0.094292804
playing,a,37,0.024798928
playing,in,313,0.209785523
playing,the,359,0.240616622
playing,with,783,0.524798928
pleas,.,50,1
please,.,668,0.734873487
please,do,164,0.180418042
please,let,77,0.084708471
pleased,to,364,0.440145103
pleased,with,463,0.559854897
pleasing,kevin,63,1
pleasure,of,150,1
plenty,of,2208,1
plot,.,39,1
plus,i,39,0.342105263
plus,the,75,0.657894737
pm,.,1687,0.893065114
pm,and,202,0.106934886
po,.,302,1
point,.,1956,0.209871245
point,and,427,0.045815451
point,i,744,0.079828326
point,in,1033,0.11083691
point,is,625,0.067060086
point,of,2147,0.230364807
point,out,617,0.066201717
point,that,512,0.054935622
point,the,38,0.004077253
point,to,552,0.059227468
point,where,669,0.071781116
pointed,out,780,1
points,.,599,0.886094675
points,out,77,0.113905325
police,.,41,0.532467532
police,and,36,0.467532468
policy,.,37,1
politics,.,151,1
pool,.,40,1
portion,of,779,1
position,.,263,0.639902676
position,of,111,0.270072993
position,to,37,0.090024331
possibility,of,570,1
possible,.,1708,0.635416667
possible,for,116,0.043154762
possible,to,864,0.321428571
post,.,2599,0.357693366
post,a,586,0.080649601
post,about,829,0.114093036
post,and,590,0.08120011
post,for,191,0.026286815
post,i,625,0.086017066
post,is,685,0.094274704
post,it,113,0.015551885
post,on,771,0.106110652
post,the,240,0.033030553
post,to,37,0.00509221
posted,on,392,1
posts,.,600,1
pot,of,37,1
pour,the,39,1
powder,.,364,0.907730673
powder,and,37,0.092269327
power,.,972,0.246763138
power,and,746,0.18938817
power,of,1381,0.350596598
power,to,840,0.213252094
pp,.,864,1
pr,.,497,1
practice,.,400,1
pray,for,643,0.726553672
pray,that,242,0.273446328
prefer,to,494,1
preheat,oven,123,1
prepare,for,46,1
prepared,for,394,0.36146789
prepared,to,696,0.63853211
presence,of,674,1
present,.,496,0.932330827
present,and,36,0.067669173
president,.,107,0.10459433
president,obama,200,0.195503421
president,of,716,0.699902248
press,.,396,1
pretty,.,239,0.049329205
pretty,good,1143,0.235913313
pretty,much,2412,0.497832817
pretty,sure,899,0.185552116
